VesselName	ShipType	IMO	Built	DWT	Destination	ETA
MSC HANNAH	CONTAINER SHIP	9316347	2006	39100	FOS	05 March 2015 09:00
SENA KALKAVAN	CONTAINER SHIP	9318254	2005	12500	MARSAXLOKK	05 March 2015 08:00
CMA CGM MAUPASSANT	CONTAINER SHIP	9409209	2009	0	PORT SAID	05 March 2015 08:00
SANTA RAFAELA	CONTAINER SHIP	9227297	2002	52800	OAKLAND	05 March 2015 08:00
MOL DESTINY	CONTAINER SHIP	9352418	2009	52000	KOBE	05 March 2015 07:00
CHARLOTTE BORCHARD	CONTAINER SHIP	9246554	2004	11200	ALGECIRAS	05 March 2015 06:00
NEDLLOYD VALENTINA	CONTAINER SHIP	9275062	2004	34567	HAMBURG	05 March 2015 05:00
CMA CGM BUTTERFLY	CONTAINER SHIP	9365790	2008	120000	SUEZ CANAL	05 March 2015 05:00
RIO CHARLESTON	CONTAINER SHIP	9362449	2008	53685	HAIFA	05 March 2015 05:00
MANILA EXPRESS	CONTAINER SHIP	9301859	2007	50500	ADELAIDE	05 March 2015 04:30
MSC ANTARES	CONTAINER SHIP	9213571	2000	67557	ANTWERP	05 March 2015 03:30
PEGASUS	CONTAINER SHIP	9387592	2008	0	GOTEBORG	05 March 2015 01:30
OPS HAMBURG	CONTAINER SHIP	9406829	2007	13760	MARSAXLOKK	05 March 2015 01:30
MSC ELENI	CONTAINER SHIP	9278143	2004	55000	BALBOA	05 March 2015 01:00
MAERSK GATESHEAD	CONTAINER SHIP	9235543	2002	62007	ALGECIRAS	05 March 2015 00:30
CMACGM FORT ST MARIE	CONTAINER SHIP	9261906	2003	30700	ROUEN	04 March 2015 23:00
ITAL LUNARE	CONTAINER SHIP	9322499	2007	67500	BALBOA	04 March 2015 23:00
HANSE COURAGE	CONTAINER SHIP	9318773	2005	11620	ANTWERP	04 March 2015 22:00
CMA CGM CENDRILLON	CONTAINER SHIP	9449819	2009	0	SEATTLE	04 March 2015 22:00
MAERSK NORFOLK	CONTAINER SHIP	9356139	2008	33500	CASABLANCA	04 March 2015 21:00
BOMAR VALOUR	CONTAINER SHIP	9242637	2002	22300	ST PETERSBURG	04 March 2015 20:00
MSC BETTINA	CONTAINER SHIP	9399038	2009	115000	SUEZ CANAL	04 March 2015 18:00
OTTERHOUND	CONTAINER SHIP	9265598	2003	13760	MARSAXLOKK	04 March 2015 17:30
MSC ORNELLA	CONTAINER SHIP	9281267	2004	55000	BREMERHAVEN	04 March 2015 17:30
SEAGO ANTWERP	CONTAINER SHIP	9313905	2006	51000	FELIXSTOWE	04 March 2015 17:00
HANJIN SOOHO	CONTAINER SHIP	9501239	2011	0	ALGECIRAS	04 March 2015 17:00
CMA CGM WHITE SHARK	CONTAINER SHIP	9317975	2007	65930	JACKSONVILLE	04 March 2015 16:30
HANJIN MILANO	CONTAINER SHIP	9431680	2009	0	SAVANNAH	04 March 2015 15:00
IRENES REMEDY	CONTAINER SHIP	9315850	2005	39000	TANGER	04 March 2015 15:00
ROSELINE A	CONTAINER SHIP	9163984	1998	16833	CAGLIARI	04 March 2015 15:00
BELLA	CONTAINER SHIP	9228526	2001	35600	MELBOURNE	04 March 2015 15:00
VERA RAMBOW	CONTAINER SHIP	9432220	2008	16950	HAMBURG	04 March 2015 14:00
MAERSK DENPASAR	CONTAINER SHIP	9348663	2007	67500	SEATTLE	04 March 2015 14:00
FLEX BOX CONTAINER	CONTAINER SHIP	9226504	2001	34500	GENOVA	04 March 2015 12:30
UASC SHUAIBA	CONTAINER SHIP	9440837	2009	59000	LOS ANGELES	04 March 2015 11:00
LONDON EXPRESS	CONTAINER SHIP	9143568	1998	66577	BREMERHAVEN	04 March 2015 10:30
WEISSHORN	CONTAINER SHIP	9126974	1996	14643	PORT EVERGLADES	04 March 2015 10:00
PANTONIO	CONTAINER SHIP	9440576	2007	8040	ROTTERDAM	04 March 2015 09:00
ITAL LIRICA	CONTAINER SHIP	9322487	2007	67250	NORFOLK	04 March 2015 09:00
MAERSK DHAHRAN	CONTAINER SHIP	9348699	2008	67500	SEATTLE	04 March 2015 08:00
HEINRICH EHLER	CONTAINER SHIP	9372200	2008	16950	ROTTERDAM	04 March 2015 08:00
BELLA SCHULTE	CONTAINER SHIP	9453365	2010	0	ANTWERP	04 March 2015 07:00
OOCL TAIPEI	CONTAINER SHIP	9477907	2011	0	SAVANNAH	04 March 2015 07:00
FRISIA LUBECK	CONTAINER SHIP	9302449	2004	33900	TANGER	04 March 2015 06:00
HYUNDAI MERCURY	CONTAINER SHIP	9393307	2009	0	TACOMA	04 March 2015 05:30
EVER LIBERAL	CONTAINER SHIP	9604160	0	0	QINGDAO GANG	04 March 2015 04:00
PRAHA	CONTAINER SHIP	9232072	2001	52700	ADELAIDE	04 March 2015 04:00
JAMILA	CONTAINER SHIP	9477359	2009	17350	ROTTERDAM	04 March 2015 02:00
VEGA	CONTAINER SHIP	9225433	2000	29240	LE HAVRE	04 March 2015 02:00
CMA CGM BERLIOZ	CONTAINER SHIP	9222297	2001	80250	ROTTERDAM	03 March 2015 23:30
CMA CGM DON PASCUALE	CONTAINER SHIP	9318101	2007	101477	HONG KONG	03 March 2015 23:00
APL TURQUOISE	CONTAINER SHIP	9082348	1996	59780	OAKLAND	03 March 2015 22:00
WAN HAI 506	CONTAINER SHIP	9294886	2005	49500	HONG KONG	03 March 2015 22:00
ZIM HAMBURG	CONTAINER SHIP	9332872	2009	79000	VALENCIA	03 March 2015 22:00
MISSISSAUGA EXPRESS	CONTAINER SHIP	9165358	1998	40881	LISBOA	03 March 2015 22:00
VEGA SACHSEN	CONTAINER SHIP	9403449	2008	13760	KINGSTON	03 March 2015 21:00
OOCL RAUMA	CONTAINER SHIP	9462794	2009	16950	HAMBURG	03 March 2015 20:00
IDUNA	CONTAINER SHIP	9360984	2007	8800	ARHUS	03 March 2015 20:00
COSCO EXCELLENCE	CONTAINER SHIP	9472189	2011	0	LONG BEACH	03 March 2015 19:30
PRAGUE EXPRESS	CONTAINER SHIP	9450399	2010	0	NAGOYA	03 March 2015 19:25
SKY VICTORIA	CONTAINER SHIP	9385245	2008	12550	YOKOHAMA	03 March 2015 18:30
MOL EMISSARY	CONTAINER SHIP	9407158	2009	66800	ADELAIDE	03 March 2015 18:15
MSC LUCIANA	CONTAINER SHIP	9398383	2009	113900	LOS ANGELES	03 March 2015 17:00
MSC POH LIN	CONTAINER SHIP	9279977	2004	55000	SINES	03 March 2015 17:00
CSAV LARAQUETE	CONTAINER SHIP	9477311	2009	0	BOSTON	03 March 2015 16:00
HS COLON	CONTAINER SHIP	9248083	2002	61500	LOS ANGELES	03 March 2015 15:00
HS CHOPIN	CONTAINER SHIP	9323027	2007	44000	SETUBAL	03 March 2015 13:30
CS DISCOVERY	CONTAINER SHIP	9219355	2001	42200	GIBRALTAR	03 March 2015 13:00
JULIUS S	CONTAINER SHIP	9294018	2004	33570	DAKAR	03 March 2015 12:00
OPDR TENERIFE	CONTAINER SHIP	9216846	2002	7900	LEIXOES	03 March 2015 12:00
BALTIMORE	CONTAINER SHIP	9313917	2006	51000	VALENCIA	03 March 2015 11:30
CMA CGM JAMAICA	CONTAINER SHIP	9326770	2006	59000	CHARLESTON	03 March 2015 09:00
CMA CGM IVANHOE	CONTAINER SHIP	9365805	2008	120000	MARSAXLOKK	03 March 2015 08:00
BRUARFOSS	CONTAINER SHIP	8914568	1992	8675	HAMBURG	03 March 2015 07:00
SEOUL EXPRESS	CONTAINER SHIP	9193305	2000	67150	SAVANNAH	03 March 2015 07:00
NORTHERN JAGUAR	CONTAINER SHIP	9466972	2010	115000	PORT SAID	03 March 2015 06:00
MSC MYKONOS	CONTAINER SHIP	8613308	1988	60639	PIRAEUS	03 March 2015 06:00
ALLEGRI	CONTAINER SHIP	9127459	1997	19332	CAGLIARI	03 March 2015 06:00
BALKAN	CONTAINER SHIP	9358890	2007	0	BREMERHAVEN	03 March 2015 06:00
HH EAST	CONTAINER SHIP	9145267	1998	8965	TANGER	03 March 2015 06:00
DOVER STRAIT	CONTAINER SHIP	9236597	2002	18400	PORT EVERGLADES	03 March 2015 05:00
MSC LOS ANGELES	CONTAINER SHIP	9345958	2008	52000	GIOIA TAURO	03 March 2015 05:00
CMA CGM ARISTOTE	CONTAINER SHIP	9360154	2007	21000	LE HAVRE	03 March 2015 05:00
MSC ALYSSA	CONTAINER SHIP	9235050	2001	61500	MONTREAL	03 March 2015 05:00
PUSAN	CONTAINER SHIP	9139488	1997	61100	SOUTHAMPTON	03 March 2015 04:00
JORK RULER	CONTAINER SHIP	9328027	2006	10500	ARHUS	03 March 2015 03:00
CAMELLIA	CONTAINER SHIP	9314947	2006	39000	MARSAXLOKK	03 March 2015 03:00
MSC SANDRA	CONTAINER SHIP	9203954	2000	61468	LE HAVRE	03 March 2015 03:00
ISLAND CHIEF	CONTAINER SHIP	9649079	0	0	MELBOURNE	03 March 2015 02:00
HANJIN NEWPORT	CONTAINER SHIP	9404194	2008	0	PANAMA CANAL	03 March 2015 02:00
MAERSK EMDEN	CONTAINER SHIP	9456769	2010	0	NING BO	03 March 2015 01:00
NYK TRITON	CONTAINER SHIP	9356713	2008	79000	OAKLAND	03 March 2015 01:00
CLOU OCEAN	CONTAINER SHIP	9139634	1998	12238	TANGER	02 March 2015 23:00
BF CONFIANZA	CONTAINER SHIP	9246542	2004	11200	MARSAXLOKK	02 March 2015 23:00
HANJIN LOS ANGELES	CONTAINER SHIP	9128130	1997	62799	PUSAN	02 March 2015 21:00
OOCL LE HAVRE	CONTAINER SHIP	9404857	2010	50500	TOKYO	02 March 2015 21:00
MAERSK KYRENIA	CONTAINER SHIP	9211494	2001	87343	SUEZ CANAL	02 March 2015 19:00
SKOGAFOSS	CONTAINER SHIP	9375252	2007	8040	ROTTERDAM	02 March 2015 18:00
PINEHURST KONTOR	CONTAINER SHIP	9287895	2004	67550	CAGLIARI	02 March 2015 18:00
ELLY MAERSK	CONTAINER SHIP	9321536	2007	158200	SUEZ CANAL	02 March 2015 17:00
ROMY TRADER	CONTAINER SHIP	9150080	1997	8081	RIGA	02 March 2015 17:00
DETTIFOSS	CONTAINER SHIP	9086801	1995	17042	ROTTERDAM	02 March 2015 16:00
CMA CGM TANCREDI	CONTAINER SHIP	9436355	2010	99000	SUEZ CANAL	02 March 2015 16:00
JAMES RIVER BRIDGE	CONTAINER SHIP	9224520	2001	71336	TACOMA	02 March 2015 13:30
MSC NILGUN	CONTAINER SHIP	9051492	1994	37011	NORFOLK	02 March 2015 13:00
BF CARTAGENA	CONTAINER SHIP	9123817	1995	5218	ALGECIRAS	02 March 2015 13:00
RIO TESLIN	CONTAINER SHIP	9283693	2004	33870	ROTTERDAM	02 March 2015 12:00
SEA LAND METEOR	CONTAINER SHIP	9106209	1996	59840	LE HAVRE	02 March 2015 11:30
HANSA FLENSBURG	CONTAINER SHIP	9155365	2000	23579	TANGER	02 March 2015 11:30
HYUNDAI GRACE	CONTAINER SHIP	9330721	2007	65000	PUSAN	02 March 2015 11:00
COSCO GERMANY	CONTAINER SHIP	9305477	2006	101532	SANTOS	02 March 2015 10:00
WAN HAI 232	CONTAINER SHIP	9208162	2000	21053	SHANGHAI	02 March 2015 10:00
NORTHERN JUBILEE	CONTAINER SHIP	9450337	2009	115000	CHARLESTON	02 March 2015 10:00
ZIM LUANDA	CONTAINER SHIP	9403229	2009	50632	VALENCIA	02 March 2015 08:30
EVER SUMMIT	CONTAINER SHIP	9300453	2007	78200	CHARLESTON	02 March 2015 07:00
NYK FUSHIMI	CONTAINER SHIP	9487964	2011	0	NAGOYA	02 March 2015 06:40
CMA CGM ANDROMEDA	CONTAINER SHIP	9410727	2009	0	LE HAVRE	02 March 2015 06:00
AUTUMN E	CONTAINER SHIP	9323039	2008	44000	TANGER	02 March 2015 05:00
MAERSK NIAGARA	CONTAINER SHIP	9434905	2008	0	ROTTERDAM	02 March 2015 03:30
RJ PFEIFFER	CONTAINER SHIP	9002037	1992	28555	HONOLULU	02 March 2015 03:00
HANSA NARVIK	CONTAINER SHIP	9151864	1998	20630	BEJAIA	02 March 2015 00:00
HERMANN HESSE	CONTAINER SHIP	9323493	2007	23580	KINGSTON	01 March 2015 23:59
PANGAL	CONTAINER SHIP	9306160	2006	81235	SINES	01 March 2015 22:00
MOSEL TRADER	CONTAINER SHIP	9377573	2008	37950	CHIBA	01 March 2015 22:00
SWAZILAND	CONTAINER SHIP	9152284	1998	82275	VERACRUZ	01 March 2015 22:00
MATAQUITO	CONTAINER SHIP	9400095	2010	0	NAKHODKA	01 March 2015 21:00
MAIKE D	CONTAINER SHIP	9226372	2000	8000	ANTWERP	01 March 2015 20:30
CONMAR GULF	CONTAINER SHIP	9341964	2007	8400	ROTTERDAM	01 March 2015 20:30
SINGAPORE EXPRESS	CONTAINER SHIP	9200809	2000	66793	SAVANNAH	01 March 2015 20:30
JULES VERNE	CONTAINER SHIP	9404209	2009	0	AUCKLAND	01 March 2015 20:00
CSCL MERCURY	CONTAINER SHIP	9467275	2012	0	SUEZ CANAL	01 March 2015 18:00
DEVON STRAIT	CONTAINER SHIP	9406843	2008	13760	BARCELONA	01 March 2015 18:00
MSC ALEXANDRA	CONTAINER SHIP	9461374	2010	0	VALENCIA	01 March 2015 18:00
AVONMOOR	CONTAINER SHIP	9145279	1998	10000	MARSAXLOKK	01 March 2015 17:00
LU HE	CONTAINER SHIP	9120748	1997	69850	BRISBANE	01 March 2015 17:00
CAP SAN MARCO	CONTAINER SHIP	9215672	2001	50200	PORT EVERGLADES	01 March 2015 16:00
DELPHINUS	CONTAINER SHIP	9137844	1997	6911	PORT EVERGLADES	01 March 2015 16:00
YM ETERNITY	CONTAINER SHIP	9353292	2009	51870	CHARLESTON	01 March 2015 15:30
APL QINGDAO	CONTAINER SHIP	9461893	2011	0	SUEZ CANAL	01 March 2015 15:00
CPO FINLAND	CONTAINER SHIP	9353101	2008	28500	GENOVA	01 March 2015 13:00
S. RAFAEL	CONTAINER SHIP	9196931	2000	5539	CRISTOBAL	01 March 2015 12:00
BF ESPERANZA	CONTAINER SHIP	9252785	2003	11200	TANGER	01 March 2015 12:00
ROSSINI	CONTAINER SHIP	9306483	2005	33900	KINGSTON	01 March 2015 11:00
RACHEL BORCHARD	CONTAINER SHIP	9212010	2000	15315	LIVERPOOL	01 March 2015 10:00
HEENVLIET	CONTAINER SHIP	9536076	0	0	NEMRUT LIMANI BAY	01 March 2015 10:00
MSC ROSSELLA	CONTAINER SHIP	9065443	1993	43378	ANTWERP	01 March 2015 09:00
WEHR HAVEL	CONTAINER SHIP	9252981	2002	33750	TANGER	01 March 2015 08:00
APL FLORIDA	CONTAINER SHIP	9350032	2008	79000	KAO HSIUNG	01 March 2015 04:00
XIN QING DAO	CONTAINER SHIP	9270452	2003	69000	BRISBANE	01 March 2015 03:00
SCT SANTIAGO	CONTAINER SHIP	9302566	2006	67550	FELIXSTOWE	01 March 2015 03:00
INDEPENDENT CONCEPT	CONTAINER SHIP	9306213	2007	19500	LIVERPOOL	01 March 2015 01:30
MAERSK DETROIT	CONTAINER SHIP	9333034	2008	76000	ALGECIRAS	01 March 2015 00:30
MAERSK DRYDEN	CONTAINER SHIP	9317925	2006	65965	OAKLAND	28 February 2015 23:15
MSC PINA	CONTAINER SHIP	9339272	2007	108200	LONG BEACH	28 February 2015 21:00
WEHR HONG KONG	CONTAINER SHIP	9301330	2006	67500	ADELAIDE	28 February 2015 21:00
SAIGON EXPRESS	CONTAINER SHIP	9301809	2006	50500	PORT SAID	28 February 2015 21:00
MSC LUISA	CONTAINER SHIP	9225677	2002	79000	SINES	28 February 2015 20:00
MSC TOMOKO	CONTAINER SHIP	9309461	2006	100000	LE HAVRE	28 February 2015 20:00
CHAMPION PRINCESS	CONTAINER SHIP	9488023	2011	0	SINGAPORE	28 February 2015 20:00
BREMEN EXPRESS	CONTAINER SHIP	9343728	2008	101000	NEW YORK	28 February 2015 19:00
TINGLEV MAERSK	CONTAINER SHIP	9064279	1994	25431	ALGECIRAS	28 February 2015 19:00
LEDA MAERSK	CONTAINER SHIP	9190755	2001	63200	BRISBANE	28 February 2015 18:30
SUSAN MAERSK	CONTAINER SHIP	9120853	1997	104696	VALENCIA	28 February 2015 18:30
TURNBERRY KONTOR	CONTAINER SHIP	9395616	2008	13760	NAPOLI	28 February 2015 17:30
PAVO J	CONTAINER SHIP	9355458	2007	10700	PORT EVERGLADES	28 February 2015 17:00
MAERSK DIADEMA	CONTAINER SHIP	9252096	2006	56900	SUEZ CANAL	28 February 2015 17:00
MAULE	CONTAINER SHIP	9400069	2009	0	PORT SAID	28 February 2015 16:45
MSC FILLIPPA	CONTAINER SHIP	9447902	2011	0	ROTTERDAM	28 February 2015 16:00
MSC JILHAN	CONTAINER SHIP	8502717	1986	19560	GIOIA TAURO	28 February 2015 16:00
MSC SARISKA	CONTAINER SHIP	8715857	1990	60639	PORT EVERGLADES	28 February 2015 15:00
VARAMO	CONTAINER SHIP	9395044	2007	18480	NORFOLK	28 February 2015 14:30
APL HOLLAND	CONTAINER SHIP	9218674	2001	67868	OAKLAND	28 February 2015 14:00
ERNEST HEMINGWAY	CONTAINER SHIP	9295177	2005	66762	NORFOLK	28 February 2015 14:00
CONMAR BAY	CONTAINER SHIP	9458975	2010	0	HAMBURG	28 February 2015 14:00
CAPITAINE WALLIS	CONTAINER SHIP	9167447	1998	13055	AUCKLAND	28 February 2015 13:00
MSC RENEE	CONTAINER SHIP	9465306	2011	0	LOS ANGELES	28 February 2015 11:30
SEALAND EAGLE	CONTAINER SHIP	9143013	1997	59840	HOUSTON	28 February 2015 09:30
MSC MAEVA	CONTAINER SHIP	9289128	2005	102000	KAO HSIUNG	28 February 2015 06:00
VIKING EAGLE	CONTAINER SHIP	9344954	2006	23580	PORT EVERGLADES	28 February 2015 05:30
CONGER	CONTAINER SHIP	9122227	1995	5336	ANTWERP	28 February 2015 05:00
NYK CONSTELLATION	CONTAINER SHIP	9337626	2007	67000	OAKLAND	28 February 2015 03:30
MAERSK VIRGINIA	CONTAINER SHIP	9235531	2002	62007	MELBOURNE	28 February 2015 03:00
MSC SHAULA	CONTAINER SHIP	9036002	1992	61152	ADELAIDE	28 February 2015 02:00
MAERSK KURE	CONTAINER SHIP	9085522	1996	84900	BREMERHAVEN	28 February 2015 01:30
DS KINGDOM	CONTAINER SHIP	9215828	2001	80000	QINGDAO GANG	28 February 2015 01:00
EM ATHENS	CONTAINER SHIP	9203538	2000	32100	CAGLIARI	28 February 2015 00:01
SAN PIETRO	CONTAINER SHIP	9610341	0	0	LIVERPOOL	27 February 2015 23:00
CITY OF GUANGZHOU	CONTAINER SHIP	9374454	2008	35000	ALGECIRAS	27 February 2015 22:00
AMERDIJK	CONTAINER SHIP	9491472	2010	0	BREMERHAVEN	27 February 2015 21:00
SEA RHYME	CONTAINER SHIP	9005833	1993	10200	GIBRALTAR	27 February 2015 21:00
NYK DEMETER	CONTAINER SHIP	9337664	2008	67000	OAKLAND	27 February 2015 21:00
WESTERN HOUSTON	CONTAINER SHIP	9455911	2010	23400	PORT SAID	27 February 2015 21:00
WEHR KOBLENZ	CONTAINER SHIP	9144134	1998	23029	LIVORNO	27 February 2015 20:00
MSC JAPAN	CONTAINER SHIP	9110975	1996	42938	MONTREAL	27 February 2015 19:00
MAERSK PATRAS	CONTAINER SHIP	9168221	1998	37845	ALGECIRAS	27 February 2015 18:30
XIN QIN HUANG DAO	CONTAINER SHIP	9304784	2004	59000	SUEZ CANAL	27 February 2015 18:00
MSC BELLE	CONTAINER SHIP	9203904	1998	14174	GIOIA TAURO	27 February 2015 17:15
SPIRIT OF PIRAEUS	CONTAINER SHIP	9204984	2001	30703	GENOVA	27 February 2015 17:00
XIN SHAN TOU	CONTAINER SHIP	9309942	2005	50000	OAKLAND	27 February 2015 17:00
CMA CGM MARCO POLO	CONTAINER SHIP	9454436	2010	0	SUEZ CANAL	27 February 2015 17:00
CSCL PUSAN	CONTAINER SHIP	9307229	2006	108000	SUEZ CANAL	27 February 2015 14:00
SHANTI	CONTAINER SHIP	9396610	2008	17350	ROUEN	27 February 2015 14:00
MSC JORDAN	CONTAINER SHIP	8918980	1993	46975	LE HAVRE	27 February 2015 13:00
KAAN KALKAVAN	CONTAINER SHIP	9365879	2009	0	ISKENDERUN	27 February 2015 12:00
RT DAGR	CONTAINER SHIP	9176682	1998	20976	TANGER	27 February 2015 12:00
MSC BRIANNA	CONTAINER SHIP	9103685	1996	60348	SAVANNAH	27 February 2015 11:00
AURETTE A	CONTAINER SHIP	9242285	2002	18400	CAGLIARI	27 February 2015 11:00
OCTAVIA	CONTAINER SHIP	9290452	2005	67000	SAVANNAH	27 February 2015 10:30
OOCL MEXICO	CONTAINER SHIP	9231779	2002	54760	BREMERHAVEN	27 February 2015 10:00
E.R. DALLAS	CONTAINER SHIP	9282950	2004	67170	PANAMA CANAL	27 February 2015 07:00
CITY OF HONGKONG	CONTAINER SHIP	9434462	2009	35000	ALGECIRAS	27 February 2015 06:00
ENSEMBLE	CONTAINER SHIP	9312212	2005	9500	BILBAO	27 February 2015 06:00
EM PSARA	CONTAINER SHIP	9301988	2007	35000	RIO GRANDE	27 February 2015 03:00
MAERSK KLEVEN	CONTAINER SHIP	9085546	1996	84900	SAVANNAH	27 February 2015 03:00
COSCO THAILAND	CONTAINER SHIP	9448798	2010	0	TIANJIN	27 February 2015 01:00
GULBENIZ A	CONTAINER SHIP	9491850	2009	0	TANGER	27 February 2015 01:00
HORIZON RELIANCE	CONTAINER SHIP	7729461	1980	45805	HONOLULU	27 February 2015 00:00
MSC TRIESTE	CONTAINER SHIP	9484479	2011	0	ANTWERP	26 February 2015 23:30
MSC PRAGUE	CONTAINER SHIP	9253301	2003	37230	LAS PALMAS	26 February 2015 23:00
ESTHER SCHULTE	CONTAINER SHIP	9222118	2001	34717	HAMBURG	26 February 2015 22:00
OS BODRUM	CONTAINER SHIP	9193513	1998	8861	MARSEILLE	26 February 2015 22:00
MSC MAUREEN	CONTAINER SHIP	9251717	2003	79500	SAVANNAH	26 February 2015 21:00
MSC ELOISE	CONTAINER SHIP	8917778	1991	44541	GIOIA TAURO	26 February 2015 20:00
LAURA ANN	CONTAINER SHIP	9242558	2002	11200	SKIKDA	26 February 2015 20:00
CPO GERMANY	CONTAINER SHIP	9353096	2008	28500	ALGECIRAS	26 February 2015 20:00
THIES MAERSK	CONTAINER SHIP	8819990	1992	21825	MARSAXLOKK	26 February 2015 19:30
MAERSK FLENSBURG	CONTAINER SHIP	9252773	2002	11200	BREMERHAVEN	26 February 2015 19:00
OLGA MAERSK	CONTAINER SHIP	9251614	2003	31410	AUCKLAND	26 February 2015 19:00
ESPERANZA N.	CONTAINER SHIP	9339868	2008	28325	TANGER	26 February 2015 18:00
MAERSK ALGOL	CONTAINER SHIP	9342528	2008	109000	SUEZ CANAL	26 February 2015 17:00
MAERSK CAROLINA	CONTAINER SHIP	9155133	1998	62229	NEWARK	26 February 2015 16:00
ITAL MATTINA	CONTAINER SHIP	9315915	2007	38200	BRISBANE	26 February 2015 16:00
FUERTH	CONTAINER SHIP	9287699	2003	8700	BRAKE	26 February 2015 14:00
MOL CELEBRATION	CONTAINER SHIP	9321251	2008	89370	OAKLAND	26 February 2015 13:00
APL GARNET	CONTAINER SHIP	9077460	1995	66618	SAVANNAH	26 February 2015 13:00
VITA NOVA	CONTAINER SHIP	9502958	2012	0	AMSTERDAM	26 February 2015 11:46
WMS HARLINGEN	CONTAINER SHIP	9339040	2007	8400	ALGECIRAS	26 February 2015 11:00
CMA CGM HOMERE	CONTAINER SHIP	9362322	2007	18860	LE HAVRE	26 February 2015 11:00
VEGA POLUX	CONTAINER SHIP	9308596	2005	10500	ORAN	26 February 2015 10:00
CENTAURUS	CONTAINER SHIP	9401178	2009	0	TANGER	26 February 2015 09:00
CMA CGM LAMARTINE	CONTAINER SHIP	9409194	2009	0	PORT SAID	26 February 2015 08:00
HANNOVER BRIDGE	CONTAINER SHIP	9302138	2006	99500	ROTTERDAM	26 February 2015 06:00
SCHUBERT	CONTAINER SHIP	9456965	2010	53685	HAIFA	26 February 2015 06:00
YM PLUM	CONTAINER SHIP	9198264	2000	68280	PUSAN	26 February 2015 05:30
MSC MELISSA	CONTAINER SHIP	9226918	2002	85250	VALENCIA	26 February 2015 05:00
GUDRUN MAERSK	CONTAINER SHIP	9302877	2005	105750	LONG BEACH	26 February 2015 04:00
MSC DONATA	CONTAINER SHIP	9237151	2002	51020	LONG BEACH	26 February 2015 04:00
OOCL LUXEMBOURG	CONTAINER SHIP	9417270	2010	99000	PUSAN	26 February 2015 04:00
KASIF KALKAVAN	CONTAINER SHIP	9236262	2001	12000	MARSAXLOKK	26 February 2015 01:00
ST LOUIS EXPRESS	CONTAINER SHIP	9243186	2002	35200	BREMERHAVEN	26 February 2015 01:00
MSC ROCHELLE	CONTAINER SHIP	9141297	1997	61100	SINES	26 February 2015 01:00
FESCO ASKOLD	CONTAINER SHIP	9324942	2006	13760	VALENCIA	25 February 2015 23:00
PHILIPPE A	CONTAINER SHIP	9106467	1996	9317	ALGER	25 February 2015 23:00
JPO VELA	CONTAINER SHIP	9406180	2009	0	AUCKLAND	25 February 2015 22:00
COSCO BOSTON	CONTAINER SHIP	9335173	2007	67600	PANAMA CANAL	25 February 2015 22:00
COSCO AMERICA	CONTAINER SHIP	9345427	2008	118000	NING BO	25 February 2015 20:00
SAFMARINE KURAMO	CONTAINER SHIP	9289207	2004	27545	ALGECIRAS	25 February 2015 20:00
ANL BAREGA	CONTAINER SHIP	9323041	2008	44000	MELBOURNE	25 February 2015 18:30
CMA CGM NEW JERSEY	CONTAINER SHIP	9351141	2008	65845	JACKSONVILLE	25 February 2015 18:00
CMA CGM OPAL	CONTAINER SHIP	9386483	2009	50632	ADELAIDE	25 February 2015 17:30
CPO NEW YORK	CONTAINER SHIP	9440772	2009	59000	GIOIA TAURO	25 February 2015 17:00
JOHANNA DESIREE	CONTAINER SHIP	9517238	0	0	ROSTOCK	25 February 2015 16:00
COSCO INDONESIA	CONTAINER SHIP	9448786	2010	0	TIANJIN	25 February 2015 13:00
CMA CGM JADE	CONTAINER SHIP	9324875	2007	52000	GENOVA	25 February 2015 12:00
ROZA A	CONTAINER SHIP	9126742	1997	19332	FOS	25 February 2015 12:00
MARENO	CONTAINER SHIP	9175717	2000	17250	VALENCIA	25 February 2015 12:00
ANTWERP TRADER	CONTAINER SHIP	9304746	2005	34500	BREMERHAVEN	25 February 2015 11:20
ANNAMARIE	CONTAINER SHIP	9287687	2003	8700	ALEXANDRIA	25 February 2015 11:00
GRAND	CONTAINER SHIP	8901925	1992	12578	VALENCIA	25 February 2015 10:00
HANSA CENTURY	CONTAINER SHIP	9124512	1997	34800	AUCKLAND	25 February 2015 09:00
HOHEBANK	CONTAINER SHIP	9435818	2007	11500	MELBOURNE	25 February 2015 08:00
MSC CORUNA	CONTAINER SHIP	9480215	2011	0	FOS	25 February 2015 08:00
NEVA-LEADER 1	CONTAINER SHIP	9598816	0	0	RIGA	25 February 2015 07:30
YM MATURITY	CONTAINER SHIP	9438535	2010	0	PUSAN	25 February 2015 07:00
HAMMONIA ANTOFAGASTA	CONTAINER SHIP	9399753	2008	34700	ROTTERDAM	25 February 2015 05:00
PARADERO	CONTAINER SHIP	9368998	2007	10500	PORT EVERGLADES	25 February 2015 04:00
MAERSK NORWICH	CONTAINER SHIP	9301926	2006	34000	BREMERHAVEN	25 February 2015 03:00
HYUNDAI DYNASTY	CONTAINER SHIP	9347578	2008	62000	CHARLESTON	24 February 2015 23:30
VITALITY	CONTAINER SHIP	9236638	2002	33320	LIVORNO	24 February 2015 23:00
FRISIA ROTTERDAM	CONTAINER SHIP	9299032	2004	33900	LOS ANGELES	24 February 2015 20:00
